case_id,subject_id,image_path,mask_path,image_shape,mask_shape,image_dtype,mask_dtype,spacing_x,spacing_y,spacing_3rd_axis,affine_equal,unique_labels,image_min,image_max,image_mean,image_std,nonzero_mask_voxels,error
CINE_SAX_072,072,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_072.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_072.nii.gz,149x144x250,149x144x250,float32,int16,1.3548885583877563,1.2782334089279175,0.32530146837234497,True,"0,1,2,3",0.08976510167121887,2691.216796875,445.10028076171875,403.4249267578125,497655,
CINE_SAX_073,073,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_073.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_073.nii.gz,149x144x250,149x144x250,float32,int16,1.3191864490509033,1.272762417793274,0.36144647002220154,True,"0,1,2,3",1.0,3071.920166015625,432.3238220214844,342.5450439453125,685930,
CINE_SAX_074,074,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_074.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_074.nii.gz,149x144x275,149x144x275,float32,int16,1.4047006368637085,1.3503917455673218,0.3649618625640869,True,"0,1,2,3",0.5077600479125977,2570.463623046875,485.9452209472656,383.2035217285156,643164,
CINE_SAX_075,075,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_075.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_075.nii.gz,149x144x250,149x144x250,float32,int16,1.4261475801467896,1.3649916648864746,0.3975895047187805,True,"0,1,2,3",0.9773023724555969,2404.0048828125,500.7783203125,357.5839538574219,655431,
CINE_SAX_076,076,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_076.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_076.nii.gz,149x144x325,149x144x325,float32,int16,1.4445503950119019,1.422550082206726,0.2962946891784668,True,"0,1,2,3",0.0,2949.78955078125,631.1777954101562,528.2391357421875,586326,
CINE_SAX_077,077,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_077.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_077.nii.gz,149x144x250,149x144x250,float32,int16,1.426174521446228,1.3780381679534912,0.3252992331981659,True,"0,1,2,3",0.0,2752.21875,522.6194458007812,472.2763977050781,646380,
CINE_SAX_078,078,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_078.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_078.nii.gz,149x144x250,149x144x250,float32,int16,1.3527684211730957,1.4322916269302368,0.3975890278816223,True,"0,1,2,3",0.0,3317.748291015625,451.7531433105469,507.6227722167969,502309,
CINE_SAX_079,079,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_079.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_079.nii.gz,149x144x360,149x144x360,float32,int16,1.0822147130966187,1.1002603769302368,0.24512535333633423,True,"0,1,2,3",0.0,2653.05322265625,178.27362060546875,183.26589965820312,1132625,
CINE_SAX_080,080,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_080.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_080.nii.gz,149x144x300,149x144x300,float32,int16,1.3449262380599976,1.3091583251953125,0.3311048746109009,True,"0,1,2,3",0.9223993420600891,3709.62890625,453.2585144042969,384.7820739746094,692851,
CINE_SAX_081,081,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_081.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_081.nii.gz,149x144x300,149x144x300,float32,int16,1.4445503950119019,1.3813166618347168,0.3678918480873108,True,"0,1,2,3",0.724412739276886,3396.996826171875,489.5778503417969,419.68267822265625,845277,
CINE_SAX_082,082,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_082.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_082.nii.gz,149x144x300,149x144x300,float32,int16,1.1891778707504272,1.1458333730697632,0.24080269038677216,True,"0,1,2,3",0.0,4095.0,289.7700500488281,331.4791259765625,1049268,
CINE_SAX_083,083,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_083.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_083.nii.gz,149x144x285,149x144x285,float32,int16,1.6359061002731323,1.46484375,0.36789369583129883,True,"0,1,2,3",0.38622063398361206,3447.64013671875,478.9125671386719,430.2910461425781,810007,
CINE_SAX_084,084,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_084.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_084.nii.gz,149x144x250,149x144x250,float32,int16,1.2453020811080933,1.2369999885559082,0.3253009021282196,True,"0,1,2,3",0.0,4036.29296875,499.307861328125,460.6574401855469,470935,
CINE_SAX_085,085,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_085.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_085.nii.gz,149x144x275,149x144x275,float32,int16,1.3402321338653564,1.386768102645874,0.29197028279304504,True,"0,1,2,3",0.0,3028.1162109375,511.6165466308594,526.8846435546875,573862,
CINE_SAX_086,086,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_086.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_086.nii.gz,149x144x275,149x144x275,float32,int16,1.333892583847046,1.328125,0.3284662961959839,True,"0,1,2,3",2.0388002395629883,3332.1904296875,520.4501953125,424.6864318847656,737342,
CINE_SAX_087,087,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_087.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_087.nii.gz,149x144x330,149x144x330,float32,int16,1.000949740409851,1.016873836517334,0.21276594698429108,True,"0,1,2,3",0.0,1787.927490234375,323.4793395996094,258.115478515625,856560,
CINE_SAX_088,088,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_088.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_088.nii.gz,149x144x550,149x144x550,float32,int16,1.1409395933151245,1.1024305820465088,0.16393423080444336,True,"0,1,2,3",0.7306348085403442,3042.0830078125,560.974365234375,451.6541442871094,1331354,
CINE_SAX_089,089,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_089.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_089.nii.gz,149x144x300,149x144x300,float32,int16,1.208053708076477,1.0416666269302368,0.24080267548561096,True,"0,1,2,3",0.0,1331.14208984375,197.55517578125,171.79615783691406,1223346,
CINE_SAX_090,090,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_090.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_090.nii.gz,149x144x275,149x144x275,float32,int16,1.5520133972167969,1.3671875,0.3284657597541809,True,"0,1,2,3",0.5882970094680786,2853.029296875,596.992919921875,455.33343505859375,811257,
CINE_SAX_091,091,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_091.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_091.nii.gz,149x144x275,149x144x275,float32,int16,1.3947381973266602,1.422550082206726,0.36496207118034363,True,"0,1,2,3",0.6582074761390686,3020.387939453125,452.1366271972656,407.087646484375,746182,
CINE_SAX_092,092,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_092.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_092.nii.gz,149x144x275,149x144x275,float32,int16,1.274619460105896,1.1620874404907227,0.36496347188949585,True,"0,1,2,3",0.14597316086292267,3370.838623046875,491.3243103027344,411.7873840332031,597602,
CINE_SAX_093,093,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_093.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_093.nii.gz,149x144x300,149x144x300,float32,int16,1.0696308612823486,1.0221353769302368,0.24080269038677216,True,"0,1,2,3",0.0,4094.522216796875,194.5111541748047,234.4627227783203,1043064,
CINE_SAX_094,094,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_094.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_094.nii.gz,149x144x250,149x144x250,float32,int16,1.013049602508545,1.0026499032974243,0.28915542364120483,True,"0,1,2,3",0.8364093899726868,2347.450439453125,255.9616241455078,241.86639404296875,517038,
CINE_SAX_095,095,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_095.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_095.nii.gz,149x144x240,149x144x240,float32,int16,1.2389657497406006,1.1897562742233276,0.3614443242549896,True,"0,1,2,3",0.970008373260498,3576.076171875,604.0452880859375,539.2781372070312,566795,
CINE_SAX_096,096,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_096.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_096.nii.gz,149x144x330,149x144x330,float32,int16,1.0067113637924194,1.0091146230697632,0.24316108226776123,True,"0,1,2,3",0.0,1349.53662109375,260.4408264160156,227.29611206054688,893454,
CINE_SAX_097,097,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_097.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_097.nii.gz,149x144x300,149x144x300,float32,int16,1.031879186630249,1.2174478769302368,0.27090299129486084,True,"0,1,2,3",0.0,2576.29248046875,139.48486328125,179.1195526123047,1012025,
CINE_SAX_098,098,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_098.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_098.nii.gz,149x144x250,149x144x250,float32,int16,1.279362440109253,1.4105902910232544,0.36144497990608215,True,"0,1,2,3",0.011208985932171345,2045.7222900390625,335.400634765625,290.86273193359375,427133,
CINE_SAX_099,099,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_099.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_099.nii.gz,149x144x360,149x144x360,float32,int16,1.113674521446228,1.0221353769302368,0.24512535333633423,True,"0,1,2,3",0.0,1756.0050048828125,125.66779327392578,123.3306884765625,898356,
CINE_SAX_100,100,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_100.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_100.nii.gz,149x144x275,149x144x275,float32,int16,1.2835328578948975,1.2727625370025635,0.3649618923664093,True,"0,1,2,3",0.13828299939632416,4112.7734375,428.5253601074219,352.72161865234375,734848,
CINE_SAX_101,101,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_101.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_101.nii.gz,149x144x275,149x144x275,float32,int16,1.2951141595840454,1.226691722869873,0.3284669816493988,True,"0,1,2,3",0.09375,2820.58740234375,531.2020874023438,446.2886657714844,521938,
CINE_SAX_102,102,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_102.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_102.nii.gz,149x144x250,149x144x250,float32,int16,1.1357154846191406,1.1236083507537842,0.3253011107444763,True,"0,1,2,3",0.30746644735336304,4565.71337890625,678.0003662109375,620.1071166992188,426105,
CINE_SAX_103,103,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_103.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_103.nii.gz,149x144x300,149x144x300,float32,int16,1.3648509979248047,1.2782334089279175,0.3311035931110382,True,"0,1,2,3",0.0,3322.0146484375,442.8003845214844,425.5115051269531,616387,
CINE_SAX_104,104,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_104.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_104.nii.gz,149x144x250,149x144x250,float32,int16,1.2054523229599,1.2060750722885132,0.3253011107444763,True,"0,1,2,3",0.0,4672.810546875,612.0437622070312,572.4568481445312,456939,
CINE_SAX_105,105,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_105.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_105.nii.gz,149x144x300,149x144x300,float32,int16,1.0959970951080322,1.0315393209457397,0.3010033369064331,True,"0,1,2,3",0.0,2870.895263671875,246.70359802246094,268.1383361816406,885916,
